77973	34
77983	274
77993	28
78003	12
78013	71
78023	2
78033	4
78043	24
78053	17
78063	75
78073	288
78093	274
78103	164
78123	193
78133	4
78143	151
78153	12
78163	724
78173	133
78183	24
78193	3
78203	65
78213	778
78223	41
78233	24
78243	18
78253	561
78263	22
78273	1
78283	97
78293	5
78303	7
78313	63
78323	104
78333	23
78343	81
78353	64
78383	81
78393	2240
78403	202
78413	303
78423	18
78433	661
78443	120
78453	6811
78483	24
78493	57
78503	16
78513	601
78533	50
78543	6
78553	6
78563	141
78573	380
78583	11
78593	33
78613	233
78623	62
78643	5875
78653	58
78663	238
78673	155
78683	8
78693	166
78703	62
78713	81
78723	32
78733	2189
78743	231
78753	43
78763	356
78773	53
78783	2062
78793	29
78803	1235
78813	987
78833	514
78843	11
78853	1
78863	349
78873	4
78883	224
78893	33
78903	5
78913	2
78923	2
78933	1
78943	137
78953	2
78963	139
78973	29
78983	5
78993	50
79003	5
79013	6
79023	47
79033	8
79043	697
79053	595
79063	7
79073	34
79083	298
79093	113
79103	30
79113	4
79123	86
79143	29
79153	151
79163	5
79173	1
79183	48
79193	116
79203	113
79213	50
79223	144
79233	19
79253	2
79263	40
79283	5308
79303	12
79313	55
79323	17
79333	8
79343	77
79353	52
79363	30
79383	97
79403	4
79413	316
79433	10
79443	15
79463	11
79473	539
79503	2
79513	145
79523	1
79533	2
79543	49081
79553	115
79563	14
79573	11
79583	34
79593	11
79603	2
79613	1
79623	1
79633	10
79653	7
79663	83
79673	4
79683	3
79693	176
79703	15
79733	265
79753	2
79763	4
79773	240
79783	23
79793	4
79803	59
79813	6
79823	552
79833	89
79853	7
79873	12
79893	574
79903	446
79913	1
79933	1
79943	1
79953	16
79963	8
79973	7
79993	2
80003	473
80013	58
80023	12
80033	12
80053	341
80073	15
80083	7
80093	65
80113	2
80123	127
80133	29
80143	2
80153	19
80163	288
80173	7
80183	19
80193	36
80203	8
80223	9
80243	239
80253	6
80263	54
80273	55
80283	11
80303	199
80313	283
80323	227
80333	69
80343	7
80363	1456
80373	115
80383	56
80393	234
80413	9
80433	11
80453	9
80463	28
80473	16
80483	127
80493	129
80503	115
80523	766
80533	23
80543	253
80553	3
80563	4
80573	143
80593	4
80603	900
80623	150
80633	1
80643	11
80653	143
80663	48
80673	30
80693	23
80703	939
80723	6
80733	142
80743	63
80753	50
80763	50
80773	7
80783	2
80793	1674
80803	1
80813	162
80823	1
80833	641
80843	34
80853	13
80873	62
80883	335
80903	12
80913	286
80933	345
80943	826
80953	3
80963	160
80973	19
80983	118
81003	57
81013	1
81023	95
81033	34
81043	22
81063	32
81083	11
81093	1
81103	462
81123	927
81133	46
81143	1
81153	112
81163	26
81173	382
81183	114
81193	322
81203	1
81213	774
81233	22
81243	2
81253	15
81273	88
81283	663
81293	119
81313	2
81323	126
81343	823
81353	3
81363	136
81373	6
81383	590
81393	5
81403	18
81413	3
81433	18
81443	17
81473	37
81493	55
81503	692
81513	349
81523	163
81533	8
81543	525
81553	4
81563	20
81573	1
81583	14
81593	33
81603	34
81613	16
81623	5
81653	14
81663	134
81673	20
81683	462
81693	309
81703	21
81713	312
81733	16
81743	15
81753	1
81763	14
81773	2
81783	6
81793	389
81803	172
81813	4
81833	11
81843	59
81853	11
81873	16
81883	124
81893	3
81903	79
81913	42
81923	85
81933	201
81953	20
81963	30
81973	34
81983	39
81993	4
82003	118
82013	104
82023	18
82033	6
82043	1
82053	7
82063	100
82073	271
82113	176
82123	47
82133	1
82143	292
82153	4
82173	179
82193	17
82203	44
82213	37
82223	113
82233	5
82243	13691
82253	2
82263	644
82273	62
82283	1325
82293	21
82303	811
82323	13
82353	372
82363	2899
82373	50
82383	951
82393	181
82413	80
82433	2960
82443	2
82453	6
82463	106
82473	423
82483	7
82493	96
82513	6
82533	1830
82543	4
82553	469
82563	38
82573	24
82593	10
82603	108
82623	30
82633	731
82643	3037
82653	126
82663	140
82673	84
82683	210
82703	15
82713	9
82723	14
82733	1172
82753	8
82763	16
82773	25
82783	37
82793	344
82843	41
82853	37
82863	162
82873	124
82883	520
82893	29
82903	593
82913	1
82923	67
82933	2
82943	66
82953	2
83673	455
84373	3
85083	314
85163	97
85633	38
85643	42
85893	4
86263	154
86303	38
86663	5
86833	32
86843	83
87223	36
87263	52
87503	17
87593	2
87683	119
88093	225
88153	215
89023	129
89073	33
89463	1
89473	2
89673	19
89903	518
90213	96
90233	91
90623	31
91283	506
91343	14
91443	109
91683	55
91773	2
91983	8
92303	128
92593	228
92623	4091
92703	22
92823	2
92833	25
93203	57
93443	69
93833	15
94463	102
94733	310
94743	879
94893	40
94973	65
95013	27
95333	27
95473	360
95563	152
95583	21
95623	727
95653	138
95663	27
95713	8
95893	34
96013	337
96023	18
96223	2
96383	264
96393	82
96553	6
96883	372
97263	7
97303	242
97493	2
97673	1
97803	7
97933	3405
98043	8
98083	143
98233	3
98243	619
98363	4
98603	120
99063	79
99143	338
99283	384
99363	109
99663	38
99713	243
99723	4522
99773	573
99813	7
99843	918
99983	179
100103	91
100143	363
100363	192
100373	5
100383	546
100713	15
100753	45
100853	198
100923	20
100943	26
101083	9
101143	3165
101193	104
101353	191
101393	13
101543	28
101653	244
101723	12
102003	43
102053	332
102503	11
102553	143
102573	2
102613	158
102833	8
102863	174
102943	143
103073	3
103323	25
103433	95
103523	278
103673	668
103683	3
103843	2
103913	89
104003	14
104083	394
104203	1631
104233	769
104323	84
104333	57
104383	14
104513	9
104593	9
104623	141
104713	94
104773	118
104783	150
105033	5
105083	286
105133	14
105173	5
105223	263
105383	30
105563	139
105573	48
105993	6
106053	639
106083	10
106133	5
106263	313
106283	5
106323	1
106563	4
106933	95
107283	6
107433	1
107533	70
107773	4
107783	81
107903	3
108023	145
108193	36
108393	3
108613	295
108673	55
108683	183
108793	1
108883	2
108893	35
108983	15
109023	483
109293	1261
109513	16
109553	10
109863	3
110153	3
110213	110
110333	23
110613	502
110793	3
110933	3
111043	188
111323	54
111383	61
111393	5
111483	453
111543	5
111743	1750
111783	403
111833	1
111843	263
112123	260
112213	60
112613	333
112813	14
113003	63
113033	1
113713	6
113803	81
113963	6776
114013	74
114063	42
114483	52
114523	63
114913	57
115033	15
115053	20
115393	130
115793	707
115873	92
116063	3
116283	9
116533	408
116613	833
116663	17
