413703	0
81923	0
249863	0
368643	0
151563	0
200713	0
81933	0
376843	0
335893	0
147473	0
110613	0
253973	0
364563	0
229403	0
344093	0
294943	0
81953	0
196643	0
426023	0
389153	0
421923	0
118823	0
204843	0
245803	0
360493	0
278573	0
81963	0
286763	0
81973	0
122933	0
294963	0
98363	0
290873	0
81983	0
262203	0
303163	0
106563	0
127043	0
233543	0
290883	0
81993	0
200783	0
340053	0
82003	0
213073	0
237653	0
327763	0
348243	0
389203	0
221273	0
82013	0
208993	0
90213	0
82023	0
102503	0
147563	0
213103	0
340073	0
82033	0
393333	0
389233	0
90233	0
278653	0
82043	0
254073	0
356473	0
237693	0
151683	0
82053	0
282753	0
376963	0
286863	0
82063	0
344203	0
229523	0
364693	0
397463	0
135313	0
274583	0
77973	0
221333	0
352403	0
82073	0
102553	0
77983	0
327843	0
77993	0
200873	0
102573	0
385193	0
303273	0
356523	0
78003	0
118963	0
368823	0
213173	0
385203	0
282803	0
323763	0
344253	0
323773	0
78013	0
270523	0
311483	0
82113	0
78023	0
110793	0
245963	0
82123	0
213193	0
352463	0
151753	0
78033	0
82133	0
102613	0
336083	0
159963	0
409823	0
78043	0
225503	0
143583	0
270553	0
82143	0
114913	0
78053	0
131303	0
82153	0
237803	0
385263	0
143593	0
78063	0
188653	0
336113	0
147703	0
86263	0
176373	0
78073	0
82173	0
94463	0
119043	0
229633	0
246023	0
123143	0
262403	0
413953	0
147723	0
78093	0
160013	0
82193	0
426263	0
78103	0
340243	0
381203	0
188693	0
82203	0
356633	0
86303	0
348443	0
192803	0
360743	0
82213	0
78123	0
98603	0
389423	0
307503	0
352553	0
270633	0
82223	0
393513	0
356663	0
78133	0
119093	0
151863	0
414003	0
332083	0
352563	0
82233	0
327993	0
78143	0
393543	0
82243	0
270663	0
422213	0
397633	0
78153	0
192843	0
82253	0
225613	0
356683	0
78163	0
110933	0
246103	0
332113	0
82263	0
115033	0
188763	0
262493	0
78173	0
373083	0
82273	0
426343	0
225633	0
78183	0
209253	0
229733	0
225643	0
299373	0
82283	0
213353	0
332143	0
373103	0
115053	0
287083	0
418153	0
78193	0
422263	0
82293	0
184693	0
336253	0
78203	0
188793	0
82303	0
151933	0
147843	0
78213	0
332163	0
291203	0
283023	0
328073	0
78223	0
381323	0
82323	0
147863	0
397713	0
78233	0
233883	0
422303	0
221603	0
78243	0
213413	0
209323	0
258473	0
78253	0
82353	0
102833	0
205233	0
385463	0
106933	0
78263	0
299443	0
82363	0
373183	0
78273	0
369093	0
307653	0
111043	0
139712	0
180673	0
82373	0
274883	0
426433	0
78283	0
82383	0
102863	0
303563	0
414153	0
258513	0
336343	0
78293	0
360913	0
242133	0
82393	0
385503	0
78303	0
254433	0
131553	0
152033	0
78313	0
82413	0
135663	0
143853	0
410103	0
78323	0
426483	0
414193	0
78333	0
90623	0
422393	0
82433	0
238083	0
156163	0
270853	0
164353	0
78343	0
143883	0
279053	0
82443	0
94733	0
209423	0
328203	0
78353	0
381463	0
82453	0
94743	0
205333	0
315923	0
242203	0
82463	0
102943	0
279073	0
291363	0
82473	0
197163	0
156203	0
262703	0
180783	0
78383	0
168493	0
299563	0
225843	0
82483	0
123443	0
197173	0
78393	0
152123	0
422463	0
82493	0
406073	0
78403	0
229953	0
213573	0
78413	0
131663	0
152143	0
373323	0
82513	0
311893	0
406103	0
78423	0
164443	0
352863	0
336473	0
127583	0
78433	0
320103	0
82533	0
356963	0
78443	0
205423	0
270953	0
82543	0
344683	0
262773	0
275063	0
78453	0
254583	0
422513	0
82553	0
307833	0
82563	0
213633	0
86663	0
369283	0
266883	0
213643	0
389773	0
82573	0
78483	0
307863	0
225943	0
156313	0
426653	0
78493	0
279193	0
201373	0
422553	0
82593	0
103073	0
238243	0
414373	0
348833	0
78503	0
82603	0
94893	0
258733	0
348843	0
78513	0
185013	0
352953	0
82623	0
385723	0
115393	0
283333	0
316103	0
78533	0
82633	0
344783	0
303823	0
78543	0
205523	0
381653	0
82643	0
352983	0
258773	0
348883	0
266963	0
78553	0
307933	0
111323	0
82653	0
377563	0
201443	0
78563	0
209633	0
82663	0
189163	0
78573	0
279273	0
422633	0
82673	0
246513	0
78583	0
99063	0
381683	0
226043	0
82683	0
94973	0
295673	0
217853	0
287483	0
78593	0
193283	0
344833	0
226053	0
168713	0
307983	0
164623	0
82703	0
131853	0
107283	0
217873	0
78613	0
111383	0
82713	0
389913	0
267033	0
78623	0
189213	0
111393	0
414503	0
82723	0
95013	0
238373	0
348963	0
119593	0
213803	0
422703	0
221993	0
140073	0
299823	0
82733	0
135983	0
185133	0
86833	0
78643	0
144183	0
213813	0
86843	0
258873	0
406333	0
78653	0
332603	0
82753	0
258883	0
291653	0
140103	0
78663	0
99143	0
189253	0
226123	0
82763	0
287563	0
78673	0
422743	0
82773	0
377683	0
164693	0
78683	0
148313	0
287583	0
398173	0
82783	0
123743	0
344933	0
78693	0
213863	0
82793	0
328553	0
78703	0
361323	0
205683	0
152433	0
78713	0
369533	0
111483	0
336763	0
242563	0
377733	0
78723	0
267143	0
164743	0
177033	0
78733	0
201613	0
373643	0
328593	0
78743	0
148373	0
82843	0
103323	0
131993	0
357273	0
308123	0
78753	0
213923	0
234403	0
82853	0
238503	0
107433	0
160683	0
78763	0
312233	0
82863	0
177073	0
78773	0
111543	0
160693	0
82873	0
238523	0
164793	0
263103	0
242623	0
78783	0
205763	0
381893	0
82883	0
193473	0
287683	0
418753	0
78793	0
381903	0
160713	0
82893	0
226253	0
242643	0
78803	0
99283	0
144343	0
82903	0
123863	0
377823	0
78813	0
213983	0
414683	0
291803	0
82913	0
123873	0
238563	0
205793	0
164833	0
242663	0
287713	0
422883	0
82923	0
230383	0
168943	0
418793	0
78833	0
82933	0
259063	0
185333	0
160763	0
78843	0
349183	0
205823	0
82943	0
209923	0
78853	0
173063	0
394243	0
82953	0
103433	0
136203	0
107533	0
78863	0
205843	0
226323	0
320533	0
230423	0
78873	0
119833	0
242713	0
427033	0
78883	0
99363	0
205863	0
185383	0
193573	0
148523	0
78893	0
242733	0
218163	0
78903	0
279603	0
214073	0
156733	0
78913	0
201803	0
160843	0
275533	0
78923	0
394313	0
115793	0
78933	0
353363	0
353373	0
156763	0
369753	0
390233	0
78943	0
148573	0
103523	0
152673	0
95333	0
128103	0
136293	0
78953	0
337013	0
181363	0
78963	0
119923	0
255093	0
197753	0
78973	0
111743	0
222333	0
332923	0
124033	0
414853	0
78983	0
332943	0
238733	0
259213	0
78993	0
91283	0
238743	0
263313	0
427153	0
140443	0
79003	0
349343	0
165023	0
312473	0
414873	0
115873	0
128163	0
79013	0
279713	0
111783	0
242853	0
353443	0
205993	0
369833	0
79023	0
234673	0
148663	0
87223	0
79033	0
119993	0
193723	0
300223	0
365753	0
283833	0
222403	0
79043	0
148673	0
206023	0
353473	0
79053	0
255183	0
91343	0
201933	0
238803	0
177363	0
144593	0
185553	0
263383	0
267473	0
79063	0
210133	0
320723	0
111833	0
193753	0
189663	0
87263	0
267483	0
79073	0
120033	0
369893	0
173283	0
111843	0
345313	0
